dataset_id,subject_id,session_id,circuit_id,t_sec,dt_sec,spike_count,x_mtor_proxy,u_observer,condition,split
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,401.85,0.05,0,,-0.723537,114,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,402.9,0.05,0,,0.816324,186,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,403.4,0.05,0,,-0.723537,180,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,403.75,0.05,0,,-0.723537,47,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,403.9,0.05,0,,0.508352,209,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,404.65,0.05,0,,0.156383,142,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,404.8,0.05,0,,0.156383,142,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,405.3,0.05,0,,1.586254,129,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,406.0,0.05,0,,-0.723537,36,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,407.85,0.05,0,,-0.723537,109,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,407.95,0.05,0,,0.816324,79,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,408.25,0.05,0,,0.303037,183,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,409.15,0.05,0,,-0.723537,146,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,409.9,0.05,0,,1.329611,143,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,410.05,0.05,0,,1.329611,143,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,410.8,0.05,0,,-0.723537,119,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,410.85,0.05,0,,-0.723537,119,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,411.4,0.05,0,,0.508352,28,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,411.5,0.05,0,,0.508352,28,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,411.65,0.05,0,,-0.723537,206,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,412.35,0.05,0,,0.816324,110,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,413.15,0.05,0,,-0.723537,124,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,413.2,0.05,0,,2.356185,99,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,413.65,0.05,1,,0.508352,237,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,414.15,0.05,1,,0.816324,79,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,414.45,0.05,0,,0.816324,105,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,415.2,0.05,0,,3.896046,228,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,415.95,0.05,0,,-0.723537,243,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,416.7,0.05,0,,-0.723537,4,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,416.75,0.05,0,,-0.723537,4,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,417.0,0.05,0,,-0.039155,29,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,417.25,0.05,0,,1.329611,241,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,417.75,0.05,0,,-0.723537,10,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,417.9,0.05,0,,-0.723537,10,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,418.0,0.05,0,,-0.723537,181,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,418.15,0.05,0,,-0.723537,181,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,418.45,0.05,0,,0.303037,217,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,418.95,0.05,0,,-0.723537,155,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,419.4,0.05,0,,-0.723537,56,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,420.55,0.05,0,,0.816324,85,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,420.65,0.05,0,,0.816324,85,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,420.8,0.05,0,,0.508352,62,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,420.85,0.05,0,,0.508352,62,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,421.2,0.05,0,,2.356185,177,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,422.35,0.05,0,,-0.723537,144,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,422.65,0.05,0,,1.036304,43,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,422.75,0.05,0,,-0.723537,96,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,422.9,0.05,0,,-0.723537,96,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,423.75,0.05,0,,-0.723537,140,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,424.25,0.05,0,,0.508352,24,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,424.35,0.05,0,,0.508352,24,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,424.9,0.05,0,,-0.723537,41,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,425.3,0.05,0,,-0.723537,47,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,425.7,0.05,0,,1.036304,70,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,427.4,0.05,0,,-0.723537,12,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,427.5,0.05,0,,-0.723537,145,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,428.2,0.05,0,,0.816324,190,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,428.3,0.05,0,,0.816324,190,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,428.65,0.05,0,,-0.723537,51,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,428.9,0.05,0,,2.356185,2,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,429.0,0.05,0,,-0.723537,42,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,429.65,0.05,0,,1.586254,7,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,431.15,0.05,0,,-0.723537,148,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,431.2,0.05,0,,-0.723537,128,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,431.3,0.05,0,,-0.723537,128,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,431.45,0.05,0,,0.816324,165,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,433.5,0.05,0,,0.508352,21,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,434.0,0.05,0,,-0.723537,92,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,434.05,0.05,0,,-0.723537,92,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,436.2,0.05,0,,-0.723537,184,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,436.5,0.05,0,,-0.723537,106,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,438.7,0.05,0,,-0.723537,205,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,439.8,0.05,0,,0.303037,139,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,440.0,0.05,0,,-0.723537,238,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,440.2,0.05,0,,0.303037,77,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,440.6,0.05,0,,-0.723537,223,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,441.05,0.05,0,,0.987419,83,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,441.35,0.05,0,,-0.723537,127,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,442.25,0.05,0,,-0.723537,159,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,442.95,0.05,0,,-0.723537,195,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,443.55,0.05,0,,-0.723537,206,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,443.8,0.05,0,,2.356185,6,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,444.25,0.05,0,,-0.723537,44,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,444.6,0.05,0,,-0.723537,136,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,444.75,0.05,0,,0.508352,21,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,444.9,0.05,0,,0.508352,21,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,445.2,0.05,0,,1.036304,76,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,445.25,0.05,0,,1.036304,76,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,445.4,0.05,0,,1.036304,76,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,446.35,0.05,0,,1.74024,194,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,446.5,0.05,0,,1.329611,122,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,446.9,0.05,0,,0.508352,117,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,447.1,0.05,0,,1.036304,147,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,447.25,0.05,0,,-0.723537,172,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,447.85,0.05,0,,0.156383,152,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,447.9,0.05,0,,0.156383,152,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,448.15,0.05,0,,1.74024,46,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,448.35,0.05,1,,-0.723537,4,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,448.65,0.05,0,,-0.723537,41,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,449.45,0.05,0,,-0.723537,58,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,450.0,0.05,0,,-0.723537,145,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,450.25,0.05,0,,-0.723537,203,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,450.6,0.05,0,,-0.723537,45,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,451.05,0.05,0,,-0.723537,17,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,451.3,0.05,0,,-0.723537,243,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,451.75,0.05,0,,-0.723537,145,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,452.0,0.05,0,,0.508352,24,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,452.1,0.05,0,,0.508352,24,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,452.25,0.05,0,,0.303037,104,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,452.3,0.05,0,,0.303037,104,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,452.4,0.05,0,,0.303037,104,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,454.1,0.05,0,,-0.723537,136,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,454.45,0.05,0,,-0.723537,202,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,456.25,0.05,0,,-0.723537,48,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,456.7,0.05,0,,-0.723537,225,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,457.1,0.05,0,,-0.723537,65,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,457.8,0.05,0,,-0.723537,133,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,458.1,0.05,0,,2.356185,33,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,459.1,0.05,0,,0.508352,197,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,460.05,0.05,0,,1.329611,242,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,460.8,0.05,0,,-0.723537,57,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,461.9,0.05,0,,0.508352,97,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,462.05,0.05,0,,-0.723537,82,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,462.9,0.05,0,,0.046393,90,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,463.4,0.05,0,,0.816324,165,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,463.8,0.05,0,,2.356185,99,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,464.95,0.05,0,,-0.723537,154,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,465.0,0.05,0,,-0.723537,154,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,465.45,0.05,0,,-0.723537,57,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,466.3,0.05,0,,0.742997,232,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,466.4,0.05,0,,0.742997,232,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,466.45,0.05,0,,0.508352,209,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,466.8,0.05,0,,-0.723537,191,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,466.95,0.05,0,,0.816324,107,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,467.05,0.05,0,,0.816324,107,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,467.1,0.05,0,,0.816324,107,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,467.4,0.05,0,,1.036304,70,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,467.55,0.05,0,,1.586254,7,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,468.75,0.05,0,,0.303037,1,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,468.85,0.05,0,,0.303037,1,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,469.0,0.05,0,,-0.723537,95,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,469.2,0.05,0,,0.508352,97,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,470.1,0.05,0,,0.303037,77,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,471.8,0.05,0,,0.156383,19,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,473.25,0.05,0,,-0.723537,222,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,473.45,0.05,0,,-0.723537,222,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,473.5,0.05,0,,-0.723537,17,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,473.7,0.05,0,,-0.723537,17,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,474.15,0.05,0,,-0.723537,160,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,474.35,0.05,0,,-0.723537,154,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,475.4,0.05,0,,-0.723537,201,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,475.75,0.05,1,,-0.723537,128,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,476.0,0.05,0,,0.508352,62,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,476.05,0.05,0,,0.508352,62,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,476.15,0.05,0,,0.508352,62,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,476.85,0.05,0,,0.303037,125,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,477.15,0.05,0,,-0.723537,223,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,477.45,0.05,0,,1.74024,46,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,478.2,0.05,0,,-0.723537,96,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,478.65,0.05,0,,1.329611,204,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,478.7,0.05,0,,1.329611,204,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,479.5,0.05,0,,-0.723537,67,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,480.35,0.05,0,,1.329611,143,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,480.95,0.05,0,,-0.723537,193,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,481.45,0.05,0,,0.303037,189,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,481.55,0.05,0,,0.816324,141,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,481.65,0.05,0,,0.816324,141,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,481.85,0.05,0,,-0.723537,126,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,482.55,0.05,0,,-0.723537,17,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,483.25,0.05,1,,1.329611,131,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,483.4,0.05,0,,1.329611,131,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,483.85,0.05,0,,-0.723537,148,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,484.05,0.05,0,,0.816324,132,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,484.35,0.05,0,,0.816324,207,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,485.0,0.05,0,,-0.723537,31,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,486.6,0.05,0,,-0.723537,48,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,486.7,0.05,0,,-0.723537,48,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,487.55,0.05,0,,-0.723537,233,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,488.85,0.05,0,,-0.723537,145,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,489.15,0.05,1,,-0.723537,81,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,489.85,0.05,0,,0.046393,39,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,492.2,0.05,0,,-0.723537,182,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,493.1,0.05,0,,0.816324,87,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,493.4,0.05,0,,-0.723537,161,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,494.6,0.05,0,,-0.723537,146,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,494.85,0.05,0,,-0.723537,144,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,495.3,0.05,0,,-0.723537,213,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,495.95,0.05,0,,0.816324,207,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,496.0,0.05,0,,1.916225,86,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,496.15,0.05,0,,1.916225,86,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,496.4,0.05,0,,-0.723537,239,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,497.05,0.05,0,,0.816324,165,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,497.3,0.05,0,,-0.723537,72,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,497.8,0.05,0,,-0.723537,127,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,498.75,0.05,0,,0.046393,27,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,499.3,0.05,0,,-0.723537,239,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,499.5,0.05,0,,1.329611,241,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,500.3,0.05,0,,-0.723537,195,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,500.35,0.05,0,,-0.723537,195,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,500.75,0.05,0,,0.816324,174,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,501.85,0.05,0,,-0.723537,25,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,502.7,0.05,0,,0.816324,107,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,503.35,0.05,0,,0.156383,152,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,503.85,0.05,0,,2.356185,99,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,504.1,0.05,0,,2.356185,71,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,504.3,0.05,0,,-0.723537,206,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,504.45,0.05,0,,-0.723537,206,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,505.45,0.05,0,,-0.723537,163,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,505.6,0.05,0,,-0.723537,178,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,505.8,0.05,0,,-0.723537,68,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,506.05,0.05,0,,0.156383,112,train
allen_vcnp_real_multi|gabors,Sst-IRES-Cre;Ai32-387858,719161530,950916730,506.6,0.05,0,,-0.723537,98,train
