A_accuracy,B_accuracy,C_accuracy,batches,checkpoint_id,condition,data_shift_id,fisher_empirical_diag_burden,fisher_sample_count,global_step,gradient_disagreement,learning_rate,model_id,no_shift,parameter_distance_from_phase_start,parameter_update_norm,phase,phase_epoch,phase_global_updates,phase_relative_step,predictive_KL_from_previous,predictive_entropy,probe_gradient_norm,representation_coherence,representation_drift_from_A,representation_velocity,seed,timestamp_utc,train_gradient_norm,train_loss,validation_accuracy,validation_balanced_accuracy,validation_loss,C_balanced_accuracy,C_changed_balanced_accuracy,C_test_loss,C_unchanged_balanced_accuracy,head_parameter_distance_from_B,trunk_parameter_distance_from_B
0.72325,0.698875,,391.0,B10,constrained,79a9d970650ca075328eac6e3b23ac9ca4dde0c73809765057577fdbe3798be9,0.03060501255095005,20,9775,0.4855116754770279,0.003,light_cnn,False,16.088036331885874,0.49036332187822557,B,10,3910,3910,0.09133486847559263,1.1235294342041016,4.089277446269989,0.34351282342740563,0.4770500503008748,0.0007369516405164589,2004,2026-07-10T18:08:16.168632+00:00,3.3745275312067604,0.8800272408043942,0.698875,0.698875,0.8788571417193453,,,,,,
0.5605,0.52825,0.6742,391.0,C8,constrained,79a9d970650ca075328eac6e3b23ac9ca4dde0c73809765057577fdbe3798be9_label_rule,0.017655039206147194,20,12903,0.44467071195443475,0.003,light_cnn,False,3.1949551475194693,0.20647770747631383,C,8,3128,3128,0.0824576339890865,1.1939001083374023,5.060187101364136,0.34308990899994785,,0.0029026335624379174,2004,2026-07-10T18:09:53.109356+00:00,3.899308273859341,0.9227350259680882,0.677875,0.677875,0.9401508906966483,0.6741999999999998,0.497,0.9589013448525511,0.7923333333333332,2.5014551749463894,1.987576514852971
0.85025,,,391.0,A15,high_update,A_clean,0.009560159407556057,20,5865,0.572033832470576,0.02,light_cnn,False,19.446336410487554,0.8857524356938073,A,15,5865,5865,0.053205396599151356,0.4219695031642914,1.4653975665569305,0.6340405954213665,0.0,0.0024451021049874955,2004,2026-07-10T18:06:23.987535+00:00,1.2969885863306578,0.39359924071432684,0.85025,0.8502500000000002,0.42663477619027435,,,,,,
0.1,0.1,,391.0,B10,high_update,79a9d970650ca075328eac6e3b23ac9ca4dde0c73809765057577fdbe3798be9,0.0019266495946794748,20,9775,1.2760361439237993,0.12,light_cnn,False,98.22590587972088,0.20690028806442146,B,10,3910,3910,0.0022065014356910484,2.301607131958008,0.09445249382406473,1.0,1.0,1.0,2004,2026-07-10T18:14:51.160809+00:00,0.08394317378473404,2.304886374022345,0.1,0.1,2.303569793701172,,,,,,
0.1,0.1,0.1,391.0,C8,high_update,79a9d970650ca075328eac6e3b23ac9ca4dde0c73809765057577fdbe3798be9_label_rule,0.001673868508078158,20,12903,1.2709128266821306,0.12,light_cnn,False,0.12284327913940685,0.19280941504612373,C,8,3128,3128,0.0018931696967914883,2.3016207218170166,0.09507525339722633,1.0,,1.0,2004,2026-07-10T18:16:10.401491+00:00,0.0851587522155641,2.3047957334981857,0.1,0.1,2.303540349006653,0.1,0.0,2.303540349006653,0.16666666666666666,0.12284327913940685,0.0
0.85025,,,391.0,A15,replay,A_clean,0.009560159407556057,20,5865,0.572033832470576,0.02,light_cnn,False,19.446336410487554,0.8857524356938073,A,15,5865,5865,0.053205396599151356,0.4219695031642914,1.4653975665569305,0.6340405954213665,0.0,0.0024451021049874955,2004,2026-07-10T18:06:23.987535+00:00,1.2969885863306578,0.39359924071432684,0.85025,0.8502500000000002,0.42663477619027435,,,,,,
0.864375,0.85525,,391.0,B10,replay,79a9d970650ca075328eac6e3b23ac9ca4dde0c73809765057577fdbe3798be9,0.007705886848270893,20,9775,0.743618647257487,0.02,light_cnn,False,10.383395845210593,0.8948441179141372,B,10,3910,3910,0.031178250720144123,0.40643322467803955,1.5792762637138367,0.5136352740675802,0.09667681538798434,0.0033851926406573973,2004,2026-07-10T18:17:49.940760+00:00,1.1979590706965502,0.40139773042153215,0.85525,0.8552500000000001,0.41114040144065134,,,,,,
0.617375,0.612875,0.8515,391.0,C8,replay,79a9d970650ca075328eac6e3b23ac9ca4dde0c73809765057577fdbe3798be9_label_rule,0.004245314281433821,20,12903,0.7964702456568679,0.02,light_cnn,False,7.673717128666244,0.7937718012745617,C,8,3128,3128,0.042004077205201114,0.4713626503944397,1.3345002084970474,0.5150937338403008,,0.004212772355839833,2004,2026-07-10T18:19:15.446450+00:00,1.0369616618851567,0.45743180357891583,0.852125,0.8521250000000002,0.4108941688151988,0.8515,0.7175,0.4211489533329718,0.9408333333333333,5.044434573124979,5.782699577900197
0.85025,,,391.0,A15,standard,A_clean,0.009560159407556057,20,5865,0.572033832470576,0.02,light_cnn,False,19.446336410487554,0.8857524356938073,A,15,5865,5865,0.053205396599151356,0.4219695031642914,1.4653975665569305,0.6340405954213665,0.0,0.0024451021049874955,2004,2026-07-10T18:06:23.987535+00:00,1.2969885863306578,0.39359924071432684,0.85025,0.8502500000000002,0.42663477619027435,,,,,,
0.87075,0.860625,,391.0,B10,standard,79a9d970650ca075328eac6e3b23ac9ca4dde0c73809765057577fdbe3798be9,0.007216370664536953,20,9775,0.8969668298959732,0.02,light_cnn,False,10.844334935787844,0.8997802199318883,B,10,3910,3910,0.056411783171956775,0.4214147925376892,1.318741351366043,0.511675170173481,0.09405238153927975,0.004703408663056963,2004,2026-07-10T18:11:45.990666+00:00,1.2076988435919633,0.40876811193993023,0.860625,0.860625,0.3976905017038947,,,,,,
0.609875,0.608375,0.8518,391.0,C8,standard,79a9d970650ca075328eac6e3b23ac9ca4dde0c73809765057577fdbe3798be9_label_rule,0.008759703487157822,20,12903,0.684662217584749,0.02,light_cnn,False,8.842510505142217,0.8925357697219498,C,8,3128,3128,0.0872776185472299,0.39848244190216064,1.5950481593608856,0.5262123832692949,,0.010965119863986628,2004,2026-07-10T18:13:16.731371+00:00,1.1321423901316454,0.3834755375714558,0.856,0.8560000000000001,0.4044614514474745,0.8517999999999999,0.7277499999999999,0.4194219994741408,0.9345,5.830388240925411,6.648049713534727
0.863375,,,391.0,A15,constrained,A_clean,0.01300493162125349,20,5865,0.6476066410541534,0.02,light_cnn,False,19.576278229852587,0.9143186980503223,A,15,5865,5865,0.0736414595161865,0.382832795381546,1.6537289917469025,0.6432392993590923,0.0,0.003909414595766547,2005,2026-07-10T18:21:50.130624+00:00,1.3258298249043468,0.36977110014242287,0.863375,0.8633749999999999,0.3867022540315608,,,,,,
0.729125,0.717125,,391.0,B10,constrained,79a9d970650ca075328eac6e3b23ac9ca4dde0c73809765057577fdbe3798be9,0.014116999693214893,20,9775,0.9952766907711824,0.003,light_cnn,False,16.387285707881805,0.5168264308464816,B,10,3910,3910,0.03659604170336114,1.1786653995513916,2.95779150724411,0.3817028365587597,0.4894861312591371,0.0010494900512403316,2005,2026-07-10T18:23:36.036192+00:00,3.6408510961191123,0.8962638317166692,0.717125,0.717125,0.874670358424104,,,,,,
0.5675,0.5545,0.6764,391.0,C8,constrained,79a9d970650ca075328eac6e3b23ac9ca4dde0c73809765057577fdbe3798be9_label_rule,0.01304316334426403,20,12903,0.2874163786570231,0.003,light_cnn,False,3.2843897449451833,0.22641975183632512,C,8,3128,3128,0.04893516620271597,1.1716803312301636,5.506680071353912,0.3705688725672406,,0.0007787258131748409,2005,2026-07-10T18:25:06.672825+00:00,3.980719945619783,0.9280904790629512,0.683125,0.6831250000000001,0.9371285857626063,0.6764,0.4335,0.9509001116854372,0.8383333333333334,2.5163516802889734,2.110732152076134
0.863375,,,391.0,A15,high_update,A_clean,0.01300493162125349,20,5865,0.6476066410541534,0.02,light_cnn,False,19.576278229852587,0.9143186980503223,A,15,5865,5865,0.0736414595161865,0.382832795381546,1.6537289917469025,0.6432392993590923,0.0,0.003909414595766547,2005,2026-07-10T18:21:50.130624+00:00,1.3258298249043468,0.36977110014242287,0.863375,0.8633749999999999,0.3867022540315608,,,,,,
